RUN	computerdatabase.BasicSimulation	basicsimulation	1582815846333	 	3.3.1
USER	Scenario Name	1	START	1582815848556	1582815848556
REQUEST	1		request_1	1582815848573	1582815852914	OK	 
REQUEST	1		request_1 Redirect 1	1582815852922	1582815854037	OK	 
REQUEST	1		request_2	1582815861058	1582815863073	OK	 
REQUEST	1		request_3	1582815865068	1582815865713	OK	 
REQUEST	1		request_4	1582815868719	1582815869156	OK	 
REQUEST	1		request_4 Redirect 1	1582815869156	1582815869808	OK	 
REQUEST	1		request_5	1582815871809	1582815872310	OK	 
REQUEST	1		request_6	1582815872978	1582815873902	OK	 
REQUEST	1		request_7	1582815874528	1582815875140	OK	 
REQUEST	1		request_8	1582815875881	1582815876466	OK	 
REQUEST	1		request_9	1582815881458	1582815883059	OK	 
REQUEST	1		request_10	1582815884074	1582815884574	OK	 
REQUEST	1		request_10 Redirect 1	1582815884580	1582815885107	OK	 
USER	Scenario Name	1	END	1582815848556	1582815885111
