RUN	dockerregistry.BasicSimulation	basicsimulation	1583588461774	 	3.3.1
USER	DockerRegistry	10	END	1583588464012	1583588482873
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588482646	1583588482946	OK	 
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588482906	1583588483206	OK	 
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482947	1583588483293	OK	 
USER	DockerRegistry	3	END	1583588464011	1583588483294
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482298	1583588483317	OK	 
USER	DockerRegistry	9	END	1583588464012	1583588483318
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588483207	1583588483518	OK	 
USER	DockerRegistry	8	END	1583588464012	1583588483520
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588483706	1583588484023	OK	 
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588484025	1583588484399	OK	 
USER	DockerRegistry	5	END	1583588464011	1583588484400
