RUN	dockerregistry.BasicSimulation	basicsimulation	1583588461774	 	3.3.1
USER	DockerRegistry	1	START	1583588464011	1583588464011
USER	DockerRegistry	2	START	1583588464011	1583588464011
USER	DockerRegistry	8	START	1583588464012	1583588464012
USER	DockerRegistry	7	START	1583588464011	1583588464011
USER	DockerRegistry	6	START	1583588464012	1583588464012
USER	DockerRegistry	3	START	1583588464011	1583588464011
USER	DockerRegistry	4	START	1583588464011	1583588464011
USER	DockerRegistry	10	START	1583588464012	1583588464012
USER	DockerRegistry	5	START	1583588464011	1583588464011
USER	DockerRegistry	9	START	1583588464012	1583588464012
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468632	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468642	OK	 
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468666	OK	 
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468681	OK	 
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468706	OK	 
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468722	OK	 
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468735	OK	 
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468735	OK	 
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468754	OK	 
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com	1583588464048	1583588468754	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475664	1583588475972	OK	 
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475657	1583588475970	OK	 
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475685	1583588475984	OK	 
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475697	1583588475999	OK	 
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475744	1583588476047	OK	 
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475754	1583588476057	OK	 
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475774	1583588476075	OK	 
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475774	1583588476083	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588475975	1583588476293	OK	 
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588475985	1583588476304	OK	 
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588475975	1583588476312	OK	 
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476000	1583588476318	OK	 
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476048	1583588476361	OK	 
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476058	1583588476376	OK	 
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476076	1583588476394	OK	 
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476084	1583588476401	OK	 
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475724	1583588476905	OK	 
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com/namespaces	1583588475754	1583588476974	OK	 
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476906	1583588477219	OK	 
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com/namespaces Redirect 1	1583588476975	1583588477284	OK	 
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478304	1583588478618	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478297	1583588478625	OK	 
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478315	1583588478633	OK	 
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478324	1583588478642	OK	 
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478356	1583588478670	OK	 
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478386	1583588478691	OK	 
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478406	1583588478705	OK	 
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588478406	1583588478708	OK	 
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478620	1583588478933	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478626	1583588478939	OK	 
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478634	1583588478961	OK	 
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478671	1583588478983	OK	 
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478692	1583588479006	OK	 
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478705	1583588479016	OK	 
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478709	1583588479023	OK	 
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588479296	1583588479595	OK	 
REQUEST	3		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588478643	1583588479648	OK	 
REQUEST	8		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588479597	1583588479907	OK	 
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com/repositories	1583588479227	1583588480280	OK	 
REQUEST	5		https://ui-docker-sandbox.infra.cloudera.com/repositories Redirect 1	1583588480281	1583588480711	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588481936	1583588482234	OK	 
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588481936	1583588482242	OK	 
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588481956	1583588482255	OK	 
REQUEST	9		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588481985	1583588482297	OK	 
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588482004	1583588482304	OK	 
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588482004	1583588482313	OK	 
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com/admin/users	1583588482015	1583588482320	OK	 
REQUEST	1		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482235	1583588482555	OK	 
REQUEST	4		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482243	1583588482558	OK	 
USER	DockerRegistry	4	END	1583588464011	1583588482560
USER	DockerRegistry	1	END	1583588464011	1583588482560
REQUEST	7		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482256	1583588482574	OK	 
USER	DockerRegistry	7	END	1583588464011	1583588482575
REQUEST	6		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482304	1583588482621	OK	 
USER	DockerRegistry	6	END	1583588464012	1583588482622
REQUEST	2		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482321	1583588482866	OK	 
USER	DockerRegistry	2	END	1583588464011	1583588482867
REQUEST	10		https://ui-docker-sandbox.infra.cloudera.com/admin/users Redirect 1	1583588482314	1583588482872	OK	 
