RUN	computerdatabase.BasicSimulation	basicsimulation	1582794207598	 	3.3.1
USER	Scenario Name	1	START	1582794209831	1582794209831
REQUEST	1		request_1	1582794209850	1582794213688	OK	 
REQUEST	1		request_1 Redirect 1	1582794213697	1582794214217	OK	 
REQUEST	1		request_2	1582794221245	1582794222100	OK	 
REQUEST	1		request_3	1582794224097	1582794224587	OK	 
REQUEST	1		request_4	1582794227588	1582794227989	OK	 
REQUEST	1		request_4 Redirect 1	1582794227990	1582794228385	OK	 
REQUEST	1		request_5	1582794230377	1582794230806	OK	 
REQUEST	1		request_6	1582794231488	1582794231923	OK	 
REQUEST	1		request_7	1582794232548	1582794233053	OK	 
REQUEST	1		request_8	1582794233787	1582794234279	OK	 
REQUEST	1		request_9	1582794239288	1582794240219	OK	 
REQUEST	1		request_10	1582794241219	1582794241651	OK	 
REQUEST	1		request_10 Redirect 1	1582794241657	1582794242162	OK	 
USER	Scenario Name	1	END	1582794209831	1582794242167
