RUN	computerdatabase.BasicSimulation	basicsimulation	1582814003450	 	3.3.1
USER	Scenario Name	1	START	1582814005676	1582814005676
REQUEST	1		request_1	1582814005694	1582814009911	OK	 
REQUEST	1		request_1 Redirect 1	1582814009918	1582814010443	OK	 
REQUEST	1		request_2	1582814017474	1582814018483	OK	 
REQUEST	1		request_3	1582814020475	1582814021010	OK	 
REQUEST	1		request_4	1582814024002	1582814025697	OK	 
REQUEST	1		request_4 Redirect 1	1582814025698	1582814026333	OK	 
REQUEST	1		request_5	1582814028342	1582814028992	OK	 
REQUEST	1		request_6	1582814029654	1582814030244	OK	 
REQUEST	1		request_7	1582814030883	1582814031460	OK	 
REQUEST	1		request_8	1582814032184	1582814032943	OK	 
REQUEST	1		request_9	1582814037955	1582814039059	OK	 
REQUEST	1		request_10	1582814040055	1582814040474	OK	 
REQUEST	1		request_10 Redirect 1	1582814040481	1582814040975	OK	 
USER	Scenario Name	1	END	1582814005676	1582814040988
