RUN	computerdatabase.BasicSimulation	basicsimulation	1582793122777	 	3.3.1
USER	Scenario Name	1	START	1582793125031	1582793125031
REQUEST	1		request_1	1582793125050	1582793128864	OK	 
REQUEST	1		request_1 Redirect 1	1582793128871	1582793129281	OK	 
REQUEST	1		request_2	1582793136310	1582793137164	OK	 
REQUEST	1		request_3	1582793139158	1582793139579	OK	 
REQUEST	1		request_4	1582793142578	1582793142983	OK	 
REQUEST	1		request_4 Redirect 1	1582793142984	1582793143418	OK	 
REQUEST	1		request_5	1582793145418	1582793145815	OK	 
REQUEST	1		request_6	1582793146488	1582793146996	OK	 
REQUEST	1		request_7	1582793147619	1582793148084	OK	 
REQUEST	1		request_8	1582793148819	1582793149248	OK	 
REQUEST	1		request_9	1582793154260	1582793155076	OK	 
REQUEST	1		request_10	1582793156072	1582793156517	OK	 
REQUEST	1		request_10 Redirect 1	1582793156522	1582793156932	OK	 
USER	Scenario Name	1	END	1582793125031	1582793156937
