RUN	computerdatabase.BasicSimulation	basicsimulation	1582792225939	 	3.3.1
USER	Scenario Name	1	START	1582792228164	1582792228164
REQUEST	1		request_1	1582792228184	1582792232323	OK	 
REQUEST	1		request_1 Redirect 1	1582792232331	1582792232766	OK	 
REQUEST	1		request_2	1582792239787	1582792240650	OK	 
REQUEST	1		request_3	1582792242646	1582792243127	OK	 
REQUEST	1		request_4	1582792246136	1582792246586	OK	 
REQUEST	1		request_4 Redirect 1	1582792246587	1582792246985	OK	 
REQUEST	1		request_5	1582792248978	1582792249454	OK	 
REQUEST	1		request_6	1582792250126	1582792250525	OK	 
REQUEST	1		request_7	1582792251149	1582792251604	OK	 
REQUEST	1		request_8	1582792252346	1582792252834	OK	 
REQUEST	1		request_9	1582792257826	1582792258620	OK	 
REQUEST	1		request_10	1582792259631	1582792260032	OK	 
REQUEST	1		request_10 Redirect 1	1582792260038	1582792260448	OK	 
USER	Scenario Name	1	END	1582792228164	1582792260455
