RUN	computerdatabase.BasicSimulation	basicsimulation	1582817058920	 	3.3.1
USER	Scenario Name	1	START	1582817061153	1582817061153
REQUEST	1		request_1	1582817061172	1582817066126	OK	 
REQUEST	1		request_1 Redirect 1	1582817066134	1582817066508	OK	 
REQUEST	1		request_2	1582817073543	1582817074285	OK	 
REQUEST	1		request_3	1582817076272	1582817076732	OK	 
REQUEST	1		request_4	1582817079730	1582817081139	OK	 
REQUEST	1		request_4 Redirect 1	1582817081140	1582817081511	OK	 
REQUEST	1		request_5	1582817083520	1582817084276	OK	 
REQUEST	1		request_6	1582817084939	1582817085684	OK	 
REQUEST	1		request_7	1582817086312	1582817087075	OK	 
REQUEST	1		request_8	1582817087810	1582817088672	OK	 
REQUEST	1		request_9	1582817093673	1582817094422	OK	 
REQUEST	1		request_10	1582817095436	1582817095882	OK	 
REQUEST	1		request_10 Redirect 1	1582817095889	1582817096260	OK	 
USER	Scenario Name	1	END	1582817061153	1582817096264
